17,7682647;1;;R1-R2;*10^4;10000
18,1149005;2530;;0,000246;2,46;
18,1146392;2531;;-0,0002613;-2,613;
18,1141242;2532;;-0,000515;-5,15;
18,1143054;2533;;0,0001812;1,812;
18,1140689;2534;;-0,0002365;-2,365;
18,1143074;2535;;0,0002385;2,385;
18,1140918;2536;;-0,0002156;-2,156;
18,1138801;2537;;-0,0002117;-2,117;
18,1140594;2538;;0,0001793;1,793;
18,1137962;2539;;-0,0002632;-2,632;
18,1130695;2540;;-0,0007267;-7,267;
18,1133499;2541;;0,0002804;2,804;
18,1130924;2542;;-0,0002575;-2,575;
18,1127338;2543;;-0,0003586;-3,586;
18,1123542;2544;;-0,0003796;-3,796;
18,112421;2545;;6,68E-05;0,668;
18,1123218;2546;;-9,92E-05;-0,992;
18,1123027;2547;;-1,91E-05;-0,191;
18,1120281;2548;;-0,0002746;-2,746;
18,1120128;2549;;-1,53E-05;-0,153;
18,1118831;2550;;-0,0001297;-1,297;
18,111618;2551;;-0,0002651;-2,651;
18,1116542;2552;;3,62E-05;0,362;
18,1110134;2553;;-0,0006408;-6,408;
18,1105365;2554;;-0,0004769;-4,769;
18,1104393;2555;;-9,72E-05;-0,972;
18,110588;2556;;0,0001487;1,487;
18,1105747;2557;;-1,33E-05;-0,133;
18,11063;2558;;5,53E-05;0,553;
18,1101493;2559;;-0,0004807;-4,807;
18,1101837;2560;;3,44E-05;0,344;
18,1103153;2561;;0,0001316;1,316;
18,1098022;2562;;-0,0005131;-5,131;
18,1102848;2563;;0,0004826;4,826;
18,1099567;2564;;-0,0003281;-3,281;
18,1100749;2565;;0,0001182;1,182;
18,1090831;2566;;-0,0009918;-9,918;
18,1093063;2567;;0,0002232;2,232;
18,1093444;2568;;3,81E-05;0,381;
18,1091785;2569;;-0,0001659;-1,659;
18,1088809;2570;;-0,0002976;-2,976;
18,1085052;2571;;-0,0003757;-3,757;
18,1085948;2572;;8,96E-05;0,896;
18,1084747;2573;;-0,0001201;-1,201;
18,1080303;2574;;-0,0004444;-4,444;
18,1085338;2575;;0,0005035;5,035;
18,1079082;2576;;-0,0006256;-6,256;
18,1082077;2577;;0,0002995;2,995;
18,1079845;2578;;-0,0002232;-2,232;
18,1075992;2579;;-0,0003853;-3,853;
18,1074657;2580;;-0,0001335;-1,335;
18,1070232;2581;;-0,0004425;-4,425;
18,1060447;2582;;-0,0009785;-9,785;
18,1064834;2583;;0,0004387;4,387;
18,1065616;2584;;7,82E-05;0,782;
18,106203;2585;;-0,0003586;-3,586;
18,1061744;2586;;-2,86E-05;-0,286;
18,1060237;2587;;-0,0001507;-1,507;
18,1059112;2588;;-0,0001125;-1,125;
18,1058044;2589;;-0,0001068;-1,068;
18,1057662;2590;;-3,82E-05;-0,382;
18,1051864;2591;;-0,0005798;-5,798;
18,1049213;2592;;-0,0002651;-2,651;
18,1045532;2593;;-0,0003681;-3,681;
18,1053791;2594;;0,0008259;8,259;
18,1052665;2595;;-0,0001126;-1,126;
18,1049022;2596;;-0,0003643;-3,643;
18,1045913;2597;;-0,0003109;-3,109;
18,1047496;2598;;0,0001583;1,583;
18,1047286;2599;;-2,10E-05;-0,21;
18,1046829;2600;;-4,57E-05;-0,457;
18,1039772;2601;;-0,0007057;-7,057;
18,1039466;2602;;-3,06E-05;-0,306;
18,1037769;2603;;-0,0001697;-1,697;
18,1042957;2604;;0,0005188;5,188;
18,1040344;2605;;-0,0002613;-2,613;
18,1034851;2606;;-0,0005493;-5,493;
18,1032104;2607;;-0,0002747;-2,747;
18,1029682;2608;;-0,0002422;-2,422;
18,1036491;2609;;0,0006809;6,809;
18,1038246;2610;;0,0001755;1,755;
18,1028347;2611;;-0,0009899;-9,899;
18,102518;2612;;-0,0003167;-3,167;
18,1030864;2613;;0,0005684;5,684;
18,1025257;2614;;-0,0005607;-5,607;
18,1027755;2615;;0,0002498;2,498;
18,1026535;2616;;-0,000122;-1,22;
18,1014232;2617;;-0,0012303;-12,303;
18,1009445;2618;;-0,0004787;-4,787;
18,1024703;2619;;0,0015258;15,258;
18,1016483;2620;;-0,000822;-8,22;
18,101406;2621;;-0,0002423;-2,423;
18,1012325;2622;;-0,0001735;-1,735;
18,1008796;2623;;-0,0003529;-3,529;
18,1011199;2624;;0,0002403;2,403;
18,100296;2625;;-0,0008239;-8,239;
18,1005001;2626;;0,0002041;2,041;
18,1007099;2627;;0,0002098;2,098;
18,1003494;2628;;-0,0003605;-3,605;
18,1000938;2629;;-0,0002556;-2,556;
18,099802;2630;;-0,0002918;-2,918;
18,099615;2631;;-0,000187;-1,87;
18,0997028;2632;;8,78E-05;0,878;
18,0997123;2633;;9,50E-06;0,095;
18,0992507;2634;;-0,0004616;-4,616;
18,0995101;2635;;0,0002594;2,594;
18,0995559;2636;;4,58E-05;0,458;
18,0990772;2637;;-0,0004787;-4,787;
18,098793;2638;;-0,0002842;-2,842;
18,0984325;2639;;-0,0003605;-3,605;
18,0984134;2640;;-1,91E-05;-0,191;
18,0990581;2641;;0,0006447;6,447;
18,0987434;2642;;-0,0003147;-3,147;
18,0984039;2643;;-0,0003395;-3,395;
18,098751;2644;;0,0003471;3,471;
18,0978775;2645;;-0,0008735;-8,735;
18,0975036;2646;;-0,0003739;-3,739;
18,0977668;2647;;0,0002632;2,632;
18,0979137;2648;;0,0001469;1,469;
18,0976409;2649;;-0,0002728;-2,728;
18,0975494;2650;;-9,15E-05;-0,915;
18,0971012;2651;;-0,0004482;-4,482;
18,0971469;2652;;4,57E-05;0,457;
18,0970001;2653;;-0,0001468;-1,468;
18,0967082;2654;;-0,0002919;-2,919;
18,0966911;2655;;-1,71E-05;-0,171;
18,0965862;2656;;-0,0001049;-1,049;
18,0964317;2657;;-0,0001545;-1,545;
18,0958786;2658;;-0,0005531;-5,531;
18,0963001;2659;;0,0004215;4,215;
18,0962181;2660;;-8,20E-05;-0,82;
18,0960712;2661;;-0,0001469;-1,469;
18,0960102;2662;;-6,10E-05;-0,61;
18,0959339;2663;;-7,63E-05;-0,763;
18,0956439;2664;;-0,00029;-2,9;
18,0957012;2665;;5,73E-05;0,573;
18,0956497;2666;;-5,15E-05;-0,515;
18,0954608;2667;;-0,0001889;-1,889;
18,0946178;2668;;-0,000843;-8,43;
18,0945415;2669;;-7,63E-05;-0,763;
18,0950565;2670;;0,000515;5,15;
18,0952129;2671;;0,0001564;1,564;
18,0941181;2672;;-0,0010948;-10,948;
18,0945911;2673;;0,000473;4,73;
18,0943717;2674;;-0,0002194;-2,194;
18,0938854;2675;;-0,0004863;-4,863;
18,0938816;2676;;-3,80E-06;-0,038;
18,093832;2677;;-4,96E-05;-0,496;
18,093935;2678;;0,000103;1,03;
18,0940742;2679;;0,0001392;1,392;
18,0940666;2680;;-7,60E-06;-0,076;
18,0938854;2681;;-0,0001812;-1,812;
18,0935802;2682;;-0,0003052;-3,052;
18,0928802;2683;;-0,0007;-7;
18,092699;2684;;-0,0001812;-1,812;
18,0929946;2685;;0,0002956;2,956;
18,0930137;2686;;1,91E-05;0,191;
18,0922107;2687;;-0,000803;-8,03;
18,0922203;2688;;9,60E-06;0,096;
18,0921363;2689;;-8,40E-05;-0,84;
18,0925655;2690;;0,0004292;4,292;
18,0927562;2691;;0,0001907;1,907;
18,0924968;2692;;-0,0002594;-2,594;
18,0917911;2693;;-0,0007057;-7,057;
18,0915775;2694;;-0,0002136;-2,136;
18,0913524;2695;;-0,0002251;-2,251;
18,0916366;2696;;0,0002842;2,842;
18,0904979;2697;;-0,0011387;-11,387;
18,0910205;2698;;0,0005226;5,226;
18,091217;2699;;0,0001965;1,965;
18,0904903;2700;;-0,0007267;-7,267;
18,0906696;2701;;0,0001793;1,793;
18,0906791;2702;;9,50E-06;0,095;
18,0902633;2703;;-0,0004158;-4,158;
18,0903511;2704;;8,78E-05;0,878;
18,0902805;2705;;-7,06E-05;-0,706;
18,0898838;2706;;-0,0003967;-3,967;
18,0894088;2707;;-0,000475;-4,75;
18,0894145;2708;;5,70E-06;0,057;
18,0898303;2709;;0,0004158;4,158;
18,0892658;2710;;-0,0005645;-5,645;
18,0897655;2711;;0,0004997;4,997;
18,0897579;2712;;-7,60E-06;-0,076;
18,0889186;2713;;-0,0008393;-8,393;
18,0897064;2714;;0,0007878;7,878;
18,0892391;2715;;-0,0004673;-4,673;
18,0885829;2716;;-0,0006562;-6,562;
18,0893707;2717;;0,0007878;7,878;
18,0888576;2718;;-0,0005131;-5,131;
18,0884456;2719;;-0,000412;-4,12;
18,088108;2720;;-0,0003376;-3,376;
18,0882301;2721;;0,0001221;1,221;
18,088211;2722;;-1,91E-05;-0,191;
18,0872364;2723;;-0,0009746;-9,746;
18,0882472;2724;;0,0010108;10,108;
18,0875701;2725;;-0,0006771;-6,771;
18,088108;2726;;0,0005379;5,379;
18,0872497;2727;;-0,0008583;-8,583;
18,0869655;2728;;-0,0002842;-2,842;
18,0870132;2729;;4,77E-05;0,477;
18,0873317;2730;;0,0003185;3,185;
18,0866508;2731;;-0,0006809;-6,809;
18,0864868;2732;;-0,000164;-1,64;
18,0866069;2733;;0,0001201;1,201;
18,0863552;2734;;-0,0002517;-2,517;
18,0861034;2735;;-0,0002518;-2,518;
18,0859832;2736;;-0,0001202;-1,202;
18,085987;2737;;3,80E-06;0,038;
18,08568;2738;;-0,000307;-3,07;
18,0861072;2739;;0,0004272;4,272;
18,0858211;2740;;-0,0002861;-2,861;
18,085968;2741;;0,0001469;1,469;
18,0858345;2742;;-0,0001335;-1,335;
18,0851135;2743;;-0,000721;-7,21;
18,0847778;2744;;-0,0003357;-3,357;
18,0863323;2745;;0,0015545;15,545;
18,0853805;2746;;-0,0009518;-9,518;
18,0853748;2747;;-5,70E-06;-0,057;
18,0850696;2748;;-0,0003052;-3,052;
18,0849914;2749;;-7,82E-05;-0,782;
18,0849819;2750;;-9,50E-06;-0,095;
18,0849685;2751;;-1,34E-05;-0,134;
18,084444;2752;;-0,0005245;-5,245;
18,0845336;2753;;8,96E-05;0,896;
18,0843524;2754;;-0,0001812;-1,812;
18,084589;2755;;0,0002366;2,366;
18,0845336;2756;;-5,54E-05;-0,554;
18,0842094;2757;;-0,0003242;-3,242;
18,0832633;2758;;-0,0009461;-9,461;
18,0831069;2759;;-0,0001564;-1,564;
18,0827522;2760;;-0,0003547;-3,547;
18,0836658;2761;;0,0009136;9,136;
18,0835609;2762;;-0,0001049;-1,049;
18,0837993;2763;;0,0002384;2,384;
18,083786;2764;;-1,33E-05;-0,133;
18,082901;2765;;-0,000885;-8,85;
18,0826587;2766;;-0,0002423;-2,423;
18,082302;2767;;-0,0003567;-3,567;
18,0820846;2768;;-0,0002174;-2,174;
18,0827121;2769;;0,0006275;6,275;
18,0824108;2770;;-0,0003013;-3,013;
18,0819664;2771;;-0,0004444;-4,444;
18,082283;2772;;0,0003166;3,166;
18,0816707;2773;;-0,0006123;-6,123;
18,0815582;2774;;-0,0001125;-1,125;
18,0814437;2775;;-0,0001145;-1,145;
18,0814189;2776;;-2,48E-05;-0,248;
18,0809917;2777;;-0,0004272;-4,272;
18,0811576;2778;;0,0001659;1,659;
18,081499;2779;;0,0003414;3,414;
18,0813655;2780;;-0,0001335;-1,335;
18,0810165;2781;;-0,000349;-3,49;
18,0809116;2782;;-0,0001049;-1,049;
18,080513;2783;;-0,0003986;-3,986;
18,0804462;2784;;-6,68E-05;-0,668;
18,0803585;2785;;-8,77E-05;-0,877;
18,0800056;2786;;-0,0003529;-3,529;
18,0800189;2787;;1,33E-05;0,133;
18,0800685;2788;;4,96E-05;0,496;
18,0802612;2789;;0,0001927;1,927;
18,0801429;2790;;-0,0001183;-1,183;
18,0791339;2791;;-0,001009;-10,09;
18,0797271;2792;;0,0005932;5,932;
18,0795021;2793;;-0,000225;-2,25;
18,0792198;2794;;-0,0002823;-2,823;
18,0791568;2795;;-6,30E-05;-0,63;
18,0788307;2796;;-0,0003261;-3,261;
18,0786418;2797;;-0,0001889;-1,889;
18,0787887;2798;;0,0001469;1,469;
18,0786514;2799;;-0,0001373;-1,373;
18,0791931;2800;;0,0005417;5,417;
18,0794639;2801;;0,0002708;2,708;
18,0787277;2802;;-0,0007362;-7,362;
18,0786037;2803;;-0,000124;-1,24;
18,07802;2804;;-0,0005837;-5,837;
18,0786361;2805;;0,0006161;6,161;
18,0781955;2806;;-0,0004406;-4,406;
18,0783004;2807;;0,0001049;1,049;
18,078226;2808;;-7,44E-05;-0,744;
18,0781707;2809;;-5,53E-05;-0,553;
18,0777111;2810;;-0,0004596;-4,596;
18,0773773;2811;;-0,0003338;-3,338;
18,0772857;2812;;-9,16E-05;-0,916;
18,0770797;2813;;-0,000206;-2,06;
18,0771102;2814;;3,05E-05;0,305;
18,0765781;2815;;-0,0005321;-5,321;
18,0770282;2816;;0,0004501;4,501;
18,0768013;2817;;-0,0002269;-2,269;
18,0773067;2818;;0,0005054;5,054;
18,0774173;2819;;0,0001106;1,106;
18,0760746;2820;;-0,0013427;-13,427;
18,0757026;2821;;-0,000372;-3,72;
18,0756397;2822;;-6,29E-05;-0,629;
18,076107;2823;;0,0004673;4,673;
18,0756282;2824;;-0,0004788;-4,788;
18,0758991;2825;;0,0002709;2,709;
18,0755329;2826;;-0,0003662;-3,662;
18,0754013;2827;;-0,0001316;-1,316;
18,0756664;2828;;0,0002651;2,651;
18,0755348;2829;;-0,0001316;-1,316;
18,0755271;2830;;-7,70E-06;-0,077;
18,0758056;2831;;0,0002785;2,785;
18,0754909;2832;;-0,0003147;-3,147;
18,0750904;2833;;-0,0004005;-4,005;
18,074768;2834;;-0,0003224;-3,224;
18,074932;2835;;0,000164;1,64;
18,0750484;2836;;0,0001164;1,164;
18,074686;2837;;-0,0003624;-3,624;
18,0730781;2838;;-0,0016079;-16,079;
18,0741863;2839;;0,0011082;11,082;
18,0744113;2840;;0,000225;2,25;
18,0744152;2841;;3,90E-06;0,039;
18,0745048;2842;;8,96E-05;0,896;
18,0738334;2843;;-0,0006714;-6,714;
18,0737113;2844;;-0,0001221;-1,221;
18,0731887;2845;;-0,0005226;-5,226;
18,074234;2846;;0,0010453;10,453;
18,0740337;2847;;-0,0002003;-2,003;
18,0728721;2848;;-0,0011616;-11,616;
18,0729427;2849;;7,06E-05;0,706;
18,0728321;2850;;-0,0001106;-1,106;
18,073244;2851;;0,0004119;4,119;
18,0734729;2852;;0,0002289;2,289;
18,0729198;2853;;-0,0005531;-5,531;
18,0726795;2854;;-0,0002403;-2,403;
18,073059;2855;;0,0003795;3,795;
18,0722312;2856;;-0,0008278;-8,278;
18,0721073;2857;;-0,0001239;-1,239;
18,0721836;2858;;7,63E-05;0,763;
18,0717658;2859;;-0,0004178;-4,178;
18,0721969;2860;;0,0004311;4,311;
18,0722255;2861;;2,86E-05;0,286;
18,0723609;2862;;0,0001354;1,354;
18,0720081;2863;;-0,0003528;-3,528;
18,071352;2864;;-0,0006561;-6,561;
18,0715293;2865;;0,0001773;1,773;
18,0719871;2866;;0,0004578;4,578;
18,0716361;2867;;-0,000351;-3,51;
18,0714492;2868;;-0,0001869;-1,869;
18,0712547;2869;;-0,0001945;-1,945;
18,0717487;2870;;0,000494;4,94;
18,0700759;2871;;-0,0016728;-16,728;
18,0702362;2872;;0,0001603;1,603;
18,0704803;2873;;0,0002441;2,441;
18,070116;2874;;-0,0003643;-3,643;
18,0700225;2875;;-9,35E-05;-0,935;
18,0703029;2876;;0,0002804;2,804;
18,0703945;2877;;9,16E-05;0,916;
18,0700531;2878;;-0,0003414;-3,414;
18,0699024;2879;;-0,0001507;-1,507;
18,0695037;2880;;-0,0003987;-3,987;
18,0694942;2881;;-9,50E-06;-0,095;
18,0696964;2882;;0,0002022;2,022;
18,0693016;2883;;-0,0003948;-3,948;
18,0693378;2884;;3,62E-05;0,362;
18,0696697;2885;;0,0003319;3,319;
18,0684318;2886;;-0,0012379;-12,379;
18,0693607;2887;;0,0009289;9,289;
18,0687713;2888;;-0,0005894;-5,894;
18,0681934;2889;;-0,0005779;-5,779;
18,0685195;2890;;0,0003261;3,261;
18,0685787;2891;;5,92E-05;0,592;
18,0691127;2892;;0,000534;5,34;
18,0686092;2893;;-0,0005035;-5,035;
18,0684566;2894;;-0,0001526;-1,526;
18,0681362;2895;;-0,0003204;-3,204;
18,0677566;2896;;-0,0003796;-3,796;
18,0678138;2897;;5,72E-05;0,572;
18,067625;2898;;-0,0001888;-1,888;
18,0679931;2899;;0,0003681;3,681;
18,0678234;2900;;-0,0001697;-1,697;
18,0674953;2901;;-0,0003281;-3,281;
18,0668373;2902;;-0,000658;-6,58;
18,0677413;2903;;0,000904;9,04;
18,0676879;2904;;-5,34E-05;-0,534;
18,0672588;2905;;-0,0004291;-4,291;
18,0674304;2906;;0,0001716;1,716;
18,0670394;2907;;-0,000391;-3,91;
18,0667171;2908;;-0,0003223;-3,223;
18,0667915;2909;;7,44E-05;0,744;
18,0666217;2910;;-0,0001698;-1,698;
18,0669479;2911;;0,0003262;3,262;
18,0667991;2912;;-0,0001488;-1,488;
18,0663032;2913;;-0,0004959;-4,959;
18,0655555;2914;;-0,0007477;-7,477;
18,0661125;2915;;0,000557;5,57;
18,0667209;2916;;0,0006084;6,084;
18,0662631;2917;;-0,0004578;-4,578;
18,0655307;2918;;-0,0007324;-7,324;
18,0656127;2919;;8,20E-05;0,82;
18,0653457;2920;;-0,000267;-2,67;
18,065834;2921;;0,0004883;4,883;
18,0653114;2922;;-0,0005226;-5,226;
18,0649929;2923;;-0,0003185;-3,185;
18,0649871;2924;;-5,80E-06;-0,058;
18,0654296;2925;;0,0004425;4,425;
18,0653972;2926;;-3,24E-05;-0,324;
18,0650672;2927;;-0,00033;-3,3;
18,0645141;2928;;-0,0005531;-5,531;
18,0640792;2929;;-0,0004349;-4,349;
18,0644378;2930;;0,0003586;3,586;
18,0647048;2931;;0,000267;2,67;
18,0644931;2932;;-0,0002117;-2,117;
18,0645313;2933;;3,82E-05;0,382;
18,0641212;2934;;-0,0004101;-4,101;
18,0632591;2935;;-0,0008621;-8,621;
18,0639419;2936;;0,0006828;6,828;
18,0640621;2937;;0,0001202;1,202;
18,0641307;2938;;6,86E-05;0,686;
18,0632648;2939;;-0,0008659;-8,659;
18,0631065;2940;;-0,0001583;-1,583;
18,0629844;2941;;-0,0001221;-1,221;
18,063591;2942;;0,0006066;6,066;
18,0632419;2943;;-0,0003491;-3,491;
18,0630798;2944;;-0,0001621;-1,621;
18,0630207;2945;;-5,91E-05;-0,591;
18,0627651;2946;;-0,0002556;-2,556;
18,0625572;2947;;-0,0002079;-2,079;
18,0624561;2948;;-0,0001011;-1,011;
18,0620899;2949;;-0,0003662;-3,662;
18,0626773;2950;;0,0005874;5,874;
18,0625076;2951;;-0,0001697;-1,697;
18,0617027;2952;;-0,0008049;-8,049;
18,0617599;2953;;5,72E-05;0,572;
18,0621433;2954;;0,0003834;3,834;
18,0624599;2955;;0,0003166;3,166;
18,0619945;2956;;-0,0004654;-4,654;
18,0620346;2957;;4,01E-05;0,401;
18,0622272;2958;;0,0001926;1,926;
18,0618782;2959;;-0,000349;-3,49;
18,0612697;2960;;-0,0006085;-6,085;
18,0609455;2961;;-0,0003242;-3,242;
18,0612354;2962;;0,0002899;2,899;
18,0613288;2963;;9,34E-05;0,934;
18,0604133;2964;;-0,0009155;-9,155;
18,060625;2965;;0,0002117;2,117;
18,0606079;2966;;-1,71E-05;-0,171;
18,0607776;2967;;0,0001697;1,697;
18,0601024;2968;;-0,0006752;-6,752;
18,0600013;2969;;-0,0001011;-1,011;
18,0604705;2970;;0,0004692;4,692;
18,0602474;2971;;-0,0002231;-2,231;
18,0600528;2972;;-0,0001946;-1,946;
18,0607051;2973;;0,0006523;6,523;
18,0605373;2974;;-0,0001678;-1,678;
18,0598468;2975;;-0,0006905;-6,905;
18,0601615;2976;;0,0003147;3,147;
18,0601177;2977;;-4,38E-05;-0,438;
18,0587558;2978;;-0,0013619;-13,619;
18,059061;2979;;0,0003052;3,052;
18,0593204;2980;;0,0002594;2,594;
18,0595703;2981;;0,0002499;2,499;
18,0594768;2982;;-9,35E-05;-0,935;
18,0595397;2983;;6,29E-05;0,629;
18,0595474;2984;;7,70E-06;0,077;
18,0594577;2985;;-8,97E-05;-0,897;
18,0596275;2986;;0,0001698;1,698;
18,0589294;2987;;-0,0006981;-6,981;
18,0585174;2988;;-0,000412;-4,12;
18,0584564;2989;;-6,10E-05;-0,61;
18,0583343;2990;;-0,0001221;-1,221;
18,0583877;2991;;5,34E-05;0,534;
18,0584106;2992;;2,29E-05;0,229;
18,0581398;2993;;-0,0002708;-2,708;
18,0582294;2994;;8,96E-05;0,896;
18,0583057;2995;;7,63E-05;0,763;
18,0579681;2996;;-0,0003376;-3,376;
18,058113;2997;;0,0001449;1,449;
18,0574302;2998;;-0,0006828;-6,828;
18,0573043;2999;;-0,0001259;-1,259;
18,0574073;3000;;0,000103;1,03;
18,0572433;3001;;-0,000164;-1,64;
18,0576;3002;;0,0003567;3,567;
18,0568218;3003;;-0,0007782;-7,782;
18,0569667;3004;;0,0001449;1,449;
18,0569801;3005;;1,34E-05;0,134;
18,056755;3006;;-0,0002251;-2,251;
18,0564708;3007;;-0,0002842;-2,842;
18,0564041;3008;;-6,67E-05;-0,667;
18,05624;3009;;-0,0001641;-1,641;
18,056549;3010;;0,000309;3,09;
18,0565891;3011;;4,01E-05;0,401;
18,0563335;3012;;-0,0002556;-2,556;
18,0564899;3013;;0,0001564;1,564;
18,0558567;3014;;-0,0006332;-6,332;
18,0557823;3015;;-7,44E-05;-0,744;
18,0556182;3016;;-0,0001641;-1,641;
18,0556354;3017;;1,72E-05;0,172;
18,0553703;3018;;-0,0002651;-2,651;
18,0556621;3019;;0,0002918;2,918;
18,0557003;3020;;3,82E-05;0,382;
18,0554924;3021;;-0,0002079;-2,079;
18,0553436;3022;;-0,0001488;-1,488;
18,0552501;3023;;-9,35E-05;-0,935;
18,0550479;3024;;-0,0002022;-2,022;
18,0546283;3025;;-0,0004196;-4,196;
18,0550174;3026;;0,0003891;3,891;
18,0550193;3027;;1,90E-06;0,019;
18,055149;3028;;0,0001297;1,297;
18,0540752;3029;;-0,0010738;-10,738;
18,0538597;3030;;-0,0002155;-2,155;
18,0540866;3031;;0,0002269;2,269;
18,0544757;3032;;0,0003891;3,891;
18,0543117;3033;;-0,000164;-1,64;
18,0539398;3034;;-0,0003719;-3,719;
18,0539817;3035;;4,19E-05;0,419;
18,0538864;3036;;-9,53E-05;-0,953;
18,0538978;3037;;1,14E-05;0,114;
18,0533142;3038;;-0,0005836;-5,836;
18,0531864;3039;;-0,0001278;-1,278;
18,0533485;3040;;0,0001621;1,621;
18,05303;3041;;-0,0003185;-3,185;
18,0532321;3042;;0,0002021;2,021;
18,0533218;3043;;8,97E-05;0,897;
18,0534381;3044;;0,0001163;1,163;
18,0532646;3045;;-0,0001735;-1,735;
18,053482;3046;;0,0002174;2,174;
18,0523738;3047;;-0,0011082;-11,082;
18,0528106;3048;;0,0004368;4,368;
18,0529727;3049;;0,0001621;1,621;
18,0530261;3050;;5,34E-05;0,534;
18,0523719;3051;;-0,0006542;-6,542;
18,0526237;3052;;0,0002518;2,518;
18,0521488;3053;;-0,0004749;-4,749;
18,0525264;3054;;0,0003776;3,776;
18,0525074;3055;;-1,90E-05;-0,19;
18,051733;3056;;-0,0007744;-7,744;
18,051546;3057;;-0,000187;-1,87;
18,0516815;3058;;0,0001355;1,355;
18,0516071;3059;;-7,44E-05;-0,744;
18,0519409;3060;;0,0003338;3,338;
18,0517482;3061;;-0,0001927;-1,927;
18,0517807;3062;;3,25E-05;0,325;
18,0511226;3063;;-0,0006581;-6,581;
18,0514335;3064;;0,0003109;3,109;
18,0508441;3065;;-0,0005894;-5,894;
18,0511665;3066;;0,0003224;3,224;
18,0506744;3067;;-0,0004921;-4,921;
18,0501022;3068;;-0,0005722;-5,722;
18,050436;3069;;0,0003338;3,338;
18,0505352;3070;;9,92E-05;0,992;
18,0504703;3071;;-6,49E-05;-0,649;
18,0504894;3072;;1,91E-05;0,191;
18,0504188;3073;;-7,06E-05;-0,706;
18,0508632;3074;;0,0004444;4,444;
18,0502948;3075;;-0,0005684;-5,684;
18,0501594;3076;;-0,0001354;-1,354;
18,0497837;3077;;-0,0003757;-3,757;
18,049797;3078;;1,33E-05;0,133;
18,0503444;3079;;0,0005474;5,474;
18,0492973;3080;;-0,0010471;-10,471;
18,0498771;3081;;0,0005798;5,798;
18,048954;3082;;-0,0009231;-9,231;
18,0492916;3083;;0,0003376;3,376;
18,0490703;3084;;-0,0002213;-2,213;
18,0488929;3085;;-0,0001774;-1,774;
18,0493946;3086;;0,0005017;5,017;
18,0486831;3087;;-0,0007115;-7,115;
18,0487899;3088;;0,0001068;1,068;
18,0490741;3089;;0,0002842;2,842;
18,048933;3090;;-0,0001411;-1,411;
18,0489902;3091;;5,72E-05;0,572;
18,0489521;3092;;-3,81E-05;-0,381;
18,0481853;3093;;-0,0007668;-7,668;
18,0454788;3094;;-0,0027065;-27,065;
18,0345554;3095;;-0,0109234;-109,234;
18,0203495;3096;;-0,0142059;-142,059;
18,005001;3097;;-0,0153485;-153,485;
17,9895439;3098;;-0,0154571;-154,571;
17,9746284;3099;;-0,0149155;-149,155;
17,9586658;3100;;-0,0159626;-159,626;
17,9444141;3101;;-0,0142517;-142,517;
17,9302234;3102;;-0,0141907;-141,907;
17,9169063;3103;;-0,0133171;-133,171;
17,9037036;3104;;-0,0132027;-132,027;
17,8911743;3105;;-0,0125293;-125,293;
17,8787269;3106;;-0,0124474;-124,474;
17,8661727;3107;;-0,0125542;-125,542;
17,8550682;3108;;-0,0111045;-111,045;
17,8428249;3109;;-0,0122433;-122,433;
17,8329048;3110;;-0,0099201;-99,201;
17,8220558;3111;;-0,010849;-108,49;
17,8095378;3112;;-0,012518;-125,18;
17,8011837;3113;;-0,0083541;-83,541;
17,7912654;3114;;-0,0099183;-99,183;
17,7814369;3115;;-0,0098285;-98,285;
17,7731609;3116;;-0,008276;-82,76;
17,7643146;3117;;-0,0088463;-88,463;
17,7557544;3118;;-0,0085602;-85,602;
17,7476615;3119;;-0,0080929;-80,929;
17,7392349;3120;;-0,0084266;-84,266;
17,7321147;3121;;-0,0071202;-71,202;
17,7244949;3122;;-0,0076198;-76,198;
17,7170295;3123;;-0,0074654;-74,654;
17,709774;3124;;-0,0072555;-72,555;
17,7031879;3125;;-0,0065861;-65,861;
17,696804;3126;;-0,0063839;-63,839;
17,6903839;3127;;-0,0064201;-64,201;
17,6837005;3128;;-0,0066834;-66,834;
17,6784553;3129;;-0,0052452;-52,452;
17,6728057;3130;;-0,0056496;-56,496;
17,6673412;3131;;-0,0054645;-54,645;
17,6620464;3132;;-0,0052948;-52,948;
17,6561908;3133;;-0,0058556;-58,556;
17,6514625;3134;;-0,0047283;-47,283;
17,6466884;3135;;-0,0047741;-47,741;
17,6421909;3136;;-0,0044975;-44,975;
17,6371612;3137;;-0,0050297;-50,297;
17,6328773;3138;;-0,0042839;-42,839;
17,6287822;3139;;-0,0040951;-40,951;
17,6245021;3140;;-0,0042801;-42,801;
17,6206932;3141;;-0,0038089;-38,089;
17,6164722;3142;;-0,004221;-42,21;
17,6127681;3143;;-0,0037041;-37,041;
17,6099414;3144;;-0,0028267;-28,267;
17,6063537;3145;;-0,0035877;-35,877;
17,6029357;3146;;-0,003418;-34,18;
17,5998382;3147;;-0,0030975;-30,975;
17,5958671;3148;;-0,0039711;-39,711;
17,5930442;3149;;-0,0028229;-28,229;
17,587471;3150;;-0,0055732;-55,732;
17,5863323;3151;;-0,0011387;-11,387;
17,5842437;3152;;-0,0020886;-20,886;
17,5820159;3153;;-0,0022278;-22,278;
17,5807514;3154;;-0,0012645;-12,645;
17,5779571;3155;;-0,0027943;-27,943;
