17,7682647;1;;R1-R2;*10^4;10000
17,5927085;6719;;-0,0002098;-2,098;
17,5929183;6720;;0,0002098;2,098;
17,5927963;6721;;-0,000122;-1,22;
17,592411;6722;;-0,0003853;-3,853;
17,592451;6723;;4,00E-05;0,4;
17,5931854;6724;;0,0007344;7,344;
17,593275;6725;;8,96E-05;0,896;
17,5929775;6726;;-0,0002975;-2,975;
17,5933933;6727;;0,0004158;4,158;
17,5933265;6728;;-6,68E-05;-0,668;
17,593235;6729;;-9,15E-05;-0,915;
17,5933361;6730;;0,0001011;1,011;
17,5930747;6731;;-0,0002614;-2,614;
17,593193;6732;;0,0001183;1,183;
17,5928668;6733;;-0,0003262;-3,262;
17,593338;6734;;0,0004712;4,712;
17,5933094;6735;;-2,86E-05;-0,286;
17,5936832;6736;;0,0003738;3,738;
17,5941352;6737;;0,000452;4,52;
17,5935173;6738;;-0,0006179;-6,179;
17,5930786;6739;;-0,0004387;-4,387;
17,5941963;6740;;0,0011177;11,177;
17,5940036;6741;;-0,0001927;-1,927;
17,5933895;6742;;-0,0006141;-6,141;
17,5937824;6743;;0,0003929;3,929;
17,5942668;6744;;0,0004844;4,844;
17,5941162;6745;;-0,0001506;-1,506;
17,5949382;6746;;0,000822;8,22;
17,5945377;6747;;-0,0004005;-4,005;
17,5943431;6748;;-0,0001946;-1,946;
17,5949039;6749;;0,0005608;5,608;
17,5948143;6750;;-8,96E-05;-0,896;
17,5949382;6751;;0,0001239;1,239;
17,5958156;6752;;0,0008774;8,774;
17,5962657;6753;;0,0004501;4,501;
17,5962238;6754;;-4,19E-05;-0,419;
17,5960464;6755;;-0,0001774;-1,774;
17,5961761;6756;;0,0001297;1,297;
17,5962982;6757;;0,0001221;1,221;
17,5967426;6758;;0,0004444;4,444;
17,5965442;6759;;-0,0001984;-1,984;
17,5968284;6760;;0,0002842;2,842;
17,5969638;6761;;0,0001354;1,354;
17,5967502;6762;;-0,0002136;-2,136;
17,5975971;6763;;0,0008469;8,469;
17,5982742;6764;;0,0006771;6,771;
17,5976505;6765;;-0,0006237;-6,237;
17,5978641;6766;;0,0002136;2,136;
17,5979328;6767;;6,87E-05;0,687;
17,5978393;6768;;-9,35E-05;-0,935;
17,5980453;6769;;0,000206;2,06;
17,5990028;6770;;0,0009575;9,575;
17,5987682;6771;;-0,0002346;-2,346;
17,5996589;6772;;0,0008907;8,907;
17,5995502;6773;;-0,0001087;-1,087;
17,599821;6774;;0,0002708;2,708;
17,5998878;6775;;6,68E-05;0,668;
17,6002883;6776;;0,0004005;4,005;
17,6004257;6777;;0,0001374;1,374;
17,6004734;6778;;4,77E-05;0,477;
17,6007461;6779;;0,0002727;2,727;
17,6007652;6780;;1,91E-05;0,191;
17,601015;6781;;0,0002498;2,498;
17,6011066;6782;;9,16E-05;0,916;
17,6013622;6783;;0,0002556;2,556;
17,6011886;6784;;-0,0001736;-1,736;
17,600893;6785;;-0,0002956;-2,956;
17,6012287;6786;;0,0003357;3,357;
17,6017322;6787;;0,0005035;5,035;
17,6022701;6788;;0,0005379;5,379;
17,6023082;6789;;3,81E-05;0,381;
17,6023101;6790;;1,90E-06;0,019;
17,6020679;6791;;-0,0002422;-2,422;
17,6025085;6792;;0,0004406;4,406;
17,6032161;6793;;0,0007076;7,076;
17,6032371;6794;;2,10E-05;0,21;
17,6033592;6795;;0,0001221;1,221;
17,603445;6796;;8,58E-05;0,858;
17,6036758;6797;;0,0002308;2,308;
17,6036701;6798;;-5,70E-06;-0,057;
17,6038169;6799;;0,0001468;1,468;
17,6039619;6800;;0,000145;1,45;
17,6044349;6801;;0,000473;4,73;
17,6048603;6802;;0,0004254;4,254;
17,6043453;6803;;-0,000515;-5,15;
17,6049194;6804;;0,0005741;5,741;
17,6049175;6805;;-1,90E-06;-0,019;
17,6052722;6806;;0,0003547;3,547;
17,6052131;6807;;-5,91E-05;-0,591;
17,6059226;6808;;0,0007095;7,095;
17,605791;6809;;-0,0001316;-1,316;
17,6055603;6810;;-0,0002307;-2,307;
17,606142;6811;;0,0005817;5,817;
17,6062335;6812;;9,15E-05;0,915;
17,6063289;6813;;9,54E-05;0,954;
17,6066932;6814;;0,0003643;3,643;
17,6069412;6815;;0,000248;2,48;
17,6065673;6816;;-0,0003739;-3,739;
17,607006;6817;;0,0004387;4,387;
17,6066493;6818;;-0,0003567;-3,567;
17,6065006;6819;;-0,0001487;-1,487;
17,6070709;6820;;0,0005703;5,703;
17,6073837;6821;;0,0003128;3,128;
17,6078186;6822;;0,0004349;4,349;
17,6080112;6823;;0,0001926;1,926;
17,6086273;6824;;0,0006161;6,161;
17,6082;6825;;-0,0004273;-4,273;
17,6064529;6826;;-0,0017471;-17,471;
17,5983657;6827;;-0,0080872;-80,872;
17,5883293;6828;;-0,0100364;-100,364;
17,5781612;6829;;-0,0101681;-101,681;
17,5672397;6830;;-0,0109215;-109,215;
17,5572891;6831;;-0,0099506;-99,506;
17,5465335;6832;;-0,0107556;-107,556;
17,5362281;6833;;-0,0103054;-103,054;
17,5269126;6834;;-0,0093155;-93,155;
17,5177097;6835;;-0,0092029;-92,029;
17,5084629;6836;;-0,0092468;-92,468;
17,4994297;6837;;-0,0090332;-90,332;
17,4913787;6838;;-0,008051;-80,51;
17,4828643;6839;;-0,0085144;-85,144;
17,4747886;6840;;-0,0080757;-80,757;
17,4675102;6841;;-0,0072784;-72,784;
17,4597759;6842;;-0,0077343;-77,343;
17,4514503;6843;;-0,0083256;-83,256;
17,4449787;6844;;-0,0064716;-64,716;
17,4384956;6845;;-0,0064831;-64,831;
17,4318675;6846;;-0,0066281;-66,281;
17,425415;6847;;-0,0064525;-64,525;
17,4193801;6848;;-0,0060349;-60,349;
17,413784;6849;;-0,0055961;-55,961;
17,4104785;6850;;-0,0033055;-33,055;
17,4096298;6851;;-0,0008487;-8,487;
17,4095764;6852;;-5,34E-05;-0,534;
17,4101905;6853;;0,0006141;6,141;
17,4104881;6854;;0,0002976;2,976;
17,410448;6855;;-4,01E-05;-0,401;
17,4115009;6856;;0,0010529;10,529;
17,4119968;6857;;0,0004959;4,959;
17,4126968;6858;;0,0007;7;
17,4131431;6859;;0,0004463;4,463;
17,4137363;6860;;0,0005932;5,932;
17,4130859;6861;;-0,0006504;-6,504;
17,4142627;6862;;0,0011768;11,768;
17,4154949;6863;;0,0012322;12,322;
17,4153079;6864;;-0,000187;-1,87;
17,4162368;6865;;0,0009289;9,289;
17,4169521;6866;;0,0007153;7,153;
17,4173564;6867;;0,0004043;4,043;
17,4178543;6868;;0,0004979;4,979;
17,4172554;6869;;-0,0005989;-5,989;
17,4184379;6870;;0,0011825;11,825;
17,4188709;6871;;0,000433;4,33;
17,4187355;6872;;-0,0001354;-1,354;
17,419281;6873;;0,0005455;5,455;
17,4192886;6874;;7,60E-06;0,076;
17,4200096;6875;;0,000721;7,21;
17,4209651;6876;;0,0009555;9,555;
17,420969;6877;;3,90E-06;0,039;
17,4211463;6878;;0,0001773;1,773;
17,4221324;6879;;0,0009861;9,861;
17,4226226;6880;;0,0004902;4,902;
17,4230289;6881;;0,0004063;4,063;
17,4230766;6882;;4,77E-05;0,477;
17,4233283;6883;;0,0002517;2,517;
17,4233074;6884;;-2,09E-05;-0,209;
17,4236164;6885;;0,000309;3,09;
17,4237842;6886;;0,0001678;1,678;
17,4246788;6887;;0,0008946;8,946;
17,424942;6888;;0,0002632;2,632;
17,4265995;6889;;0,0016575;16,575;
17,4262886;6890;;-0,0003109;-3,109;
17,4265632;6891;;0,0002746;2,746;
17,4269466;6892;;0,0003834;3,834;
17,4275264;6893;;0,0005798;5,798;
17,4274539;6894;;-7,25E-05;-0,725;
17,4277935;6895;;0,0003396;3,396;
17,4285793;6896;;0,0007858;7,858;
17,4293746;6897;;0,0007953;7,953;
17,4296112;6898;;0,0002366;2,366;
17,4291667;6899;;-0,0004445;-4,445;
17,42947;6900;;0,0003033;3,033;
17,4304504;6901;;0,0009804;9,804;
17,4305477;6902;;9,73E-05;0,973;
17,4310646;6903;;0,0005169;5,169;
17,4316616;6904;;0,000597;5,97;
17,4320869;6905;;0,0004253;4,253;
17,4318962;6906;;-0,0001907;-1,907;
17,4324741;6907;;0,0005779;5,779;
17,4326457;6908;;0,0001716;1,716;
17,4332256;6909;;0,0005799;5,799;
17,4335289;6910;;0,0003033;3,033;
17,4334869;6911;;-4,20E-05;-0,42;
17,4341144;6912;;0,0006275;6,275;
17,4341831;6913;;6,87E-05;0,687;
17,4345016;6914;;0,0003185;3,185;
17,4348297;6915;;0,0003281;3,281;
17,4351387;6916;;0,000309;3,09;
17,4353313;6917;;0,0001926;1,926;
17,435688;6918;;0,0003567;3,567;
17,4367618;6919;;0,0010738;10,738;
17,4372463;6920;;0,0004845;4,845;
17,4370594;6921;;-0,0001869;-1,869;
17,4366321;6922;;-0,0004273;-4,273;
17,4374446;6923;;0,0008125;8,125;
17,437994;6924;;0,0005494;5,494;
17,4383583;6925;;0,0003643;3,643;
17,4387416;6926;;0,0003833;3,833;
17,4389858;6927;;0,0002442;2,442;
17,4392852;6928;;0,0002994;2,994;
17,4401702;6929;;0,000885;8,85;
17,44034;6930;;0,0001698;1,698;
17,4402446;6931;;-9,54E-05;-0,954;
17,4405441;6932;;0,0002995;2,995;
17,440876;6933;;0,0003319;3,319;
17,4411506;6934;;0,0002746;2,746;
17,4412708;6935;;0,0001202;1,202;
17,441534;6936;;0,0002632;2,632;
17,4417209;6937;;0,0001869;1,869;
17,4423866;6938;;0,0006657;6,657;
17,4424762;6939;;8,96E-05;0,896;
17,4426651;6940;;0,0001889;1,889;
17,442646;6941;;-1,91E-05;-0,191;
17,4438343;6942;;0,0011883;11,883;
17,443407;6943;;-0,0004273;-4,273;
17,4440822;6944;;0,0006752;6,752;
17,4437847;6945;;-0,0002975;-2,975;
17,4439544;6946;;0,0001697;1,697;
17,4445018;6947;;0,0005474;5,474;
17,4457359;6948;;0,0012341;12,341;
17,4458484;6949;;0,0001125;1,125;
17,4459037;6950;;5,53E-05;0,553;
17,4461593;6951;;0,0002556;2,556;
17,4456806;6952;;-0,0004787;-4,787;
17,4466648;6953;;0,0009842;9,842;
17,4460945;6954;;-0,0005703;-5,703;
17,4473438;6955;;0,0012493;12,493;
17,4474449;6956;;0,0001011;1,011;
17,4477043;6957;;0,0002594;2,594;
17,4475269;6958;;-0,0001774;-1,774;
17,4483757;6959;;0,0008488;8,488;
17,4489593;6960;;0,0005836;5,836;
17,4483108;6961;;-0,0006485;-6,485;
17,4485893;6962;;0,0002785;2,785;
17,44911;6963;;0,0005207;5,207;
17,4494895;6964;;0,0003795;3,795;
17,450098;6965;;0,0006085;6,085;
17,4506874;6966;;0,0005894;5,894;
17,450571;6967;;-0,0001164;-1,164;
17,4504776;6968;;-9,34E-05;-0,934;
17,4508399;6969;;0,0003623;3,623;
17,4509696;6970;;0,0001297;1,297;
17,4514484;6971;;0,0004788;4,788;
17,4510993;6972;;-0,0003491;-3,491;
17,4516239;6973;;0,0005246;5,246;
17,4520816;6974;;0,0004577;4,577;
17,4523983;6975;;0,0003167;3,167;
17,4523429;6976;;-5,54E-05;-0,554;
17,4524173;6977;;7,44E-05;0,744;
17,4526023;6978;;0,000185;1,85;
17,4534683;6979;;0,000866;8,66;
17,4537849;6980;;0,0003166;3,166;
17,4538707;6981;;8,58E-05;0,858;
17,4543628;6982;;0,0004921;4,921;
17,4546966;6983;;0,0003338;3,338;
17,4546527;6984;;-4,39E-05;-0,439;
17,454729;6985;;7,63E-05;0,763;
17,4554176;6986;;0,0006886;6,886;
17,4551048;6987;;-0,0003128;-3,128;
17,4552764;6988;;0,0001716;1,716;
17,4556846;6989;;0,0004082;4,082;
17,4561519;6990;;0,0004673;4,673;
17,4565963;6991;;0,0004444;4,444;
17,4565525;6992;;-4,38E-05;-0,438;
17,4565677;6993;;1,52E-05;0,152;
17,4567432;6994;;0,0001755;1,755;
17,4576053;6995;;0,0008621;8,621;
17,4574565;6996;;-0,0001488;-1,488;
17,4583225;6997;;0,000866;8,66;
17,457859;6998;;-0,0004635;-4,635;
17,458353;6999;;0,000494;4,94;
17,4588813;7000;;0,0005283;5,283;
17,4586868;7001;;-0,0001945;-1,945;
17,4590816;7002;;0,0003948;3,948;
17,4591541;7003;;7,25E-05;0,725;
17,4593257;7004;;0,0001716;1,716;
17,4599418;7005;;0,0006161;6,161;
17,4596614;7006;;-0,0002804;-2,804;
17,4602603;7007;;0,0005989;5,989;
17,4603862;7008;;0,0001259;1,259;
17,4603919;7009;;5,70E-06;0,057;
17,4608058;7010;;0,0004139;4,139;
17,4610099;7011;;0,0002041;2,041;
17,4613075;7012;;0,0002976;2,976;
17,4615898;7013;;0,0002823;2,823;
17,4619998;7014;;0,00041;4,1;
17,4619503;7015;;-4,95E-05;-0,495;
17,4623107;7016;;0,0003604;3,604;
17,4623889;7017;;7,82E-05;0,782;
17,4631805;7018;;0,0007916;7,916;
17,4629497;7019;;-0,0002308;-2,308;
17,4633331;7020;;0,0003834;3,834;
17,463932;7021;;0,0005989;5,989;
17,4637222;7022;;-0,0002098;-2,098;
17,4637336;7023;;1,14E-05;0,114;
17,4640731;7024;;0,0003395;3,395;
17,4639625;7025;;-0,0001106;-1,106;
17,4648551;7026;;0,0008926;8,926;
17,465044;7027;;0,0001889;1,889;
17,4652309;7028;;0,0001869;1,869;
17,4649105;7029;;-0,0003204;-3,204;
17,4651107;7030;;0,0002002;2,002;
17,4659957;7031;;0,000885;8,85;
17,4660148;7032;;1,91E-05;0,191;
17,46566;7033;;-0,0003548;-3,548;
17,4659118;7034;;0,0002518;2,518;
17,4660377;7035;;0,0001259;1,259;
17,4666843;7036;;0,0006466;6,466;
17,4666595;7037;;-2,48E-05;-0,248;
17,4670028;7038;;0,0003433;3,433;
17,4672508;7039;;0,000248;2,48;
17,4676036;7040;;0,0003528;3,528;
17,4676895;7041;;8,59E-05;0,859;
17,4683017;7042;;0,0006122;6,122;
17,4690456;7043;;0,0007439;7,439;
17,468275;7044;;-0,0007706;-7,706;
17,4683799;7045;;0,0001049;1,049;
17,4692001;7046;;0,0008202;8,202;
17,469078;7047;;-0,0001221;-1,221;
17,4690132;7048;;-6,48E-05;-0,648;
17,4697437;7049;;0,0007305;7,305;
17,470602;7050;;0,0008583;8,583;
17,4706382;7051;;3,62E-05;0,362;
17,469738;7052;;-0,0009002;-9,002;
17,4702453;7053;;0,0005073;5,073;
17,4704704;7054;;0,0002251;2,251;
17,4712371;7055;;0,0007667;7,667;
17,4706745;7056;;-0,0005626;-5,626;
17,4708862;7057;;0,0002117;2,117;
17,4714241;7058;;0,0005379;5,379;
17,4717197;7059;;0,0002956;2,956;
17,472124;7060;;0,0004043;4,043;
17,4726963;7061;;0,0005723;5,723;
17,4723072;7062;;-0,0003891;-3,891;
17,4721984;7063;;-0,0001088;-1,088;
17,4725608;7064;;0,0003624;3,624;
17,4724655;7065;;-9,53E-05;-0,953;
17,4728832;7066;;0,0004177;4,177;
17,4728393;7067;;-4,39E-05;-0,439;
17,4732303;7068;;0,000391;3,91;
17,4732666;7069;;3,63E-05;0,363;
17,4737777;7070;;0,0005111;5,111;
17,4743747;7071;;0,000597;5,97;
17,474718;7072;;0,0003433;3,433;
17,4741039;7073;;-0,0006141;-6,141;
17,4745292;7074;;0,0004253;4,253;
17,4748191;7075;;0,0002899;2,899;
17,4746417;7076;;-0,0001774;-1,774;
17,4747371;7077;;9,54E-05;0,954;
17,4750823;7078;;0,0003452;3,452;
17,475378;7079;;0,0002957;2,957;
17,4758529;7080;;0,0004749;4,749;
17,4764156;7081;;0,0005627;5,627;
17,4765586;7082;;0,000143;1,43;
17,4760074;7083;;-0,0005512;-5,512;
17,4763145;7084;;0,0003071;3,071;
17,4769783;7085;;0,0006638;6,638;
17,477354;7086;;0,0003757;3,757;
17,4774513;7087;;9,73E-05;0,973;
17,4769649;7088;;-0,0004864;-4,864;
17,4768791;7089;;-8,58E-05;-0,858;
17,4774322;7090;;0,0005531;5,531;
17,4780731;7091;;0,0006409;6,409;
17,4787464;7092;;0,0006733;6,733;
17,4789257;7093;;0,0001793;1,793;
17,4784164;7094;;-0,0005093;-5,093;
17,4804573;7095;;0,0020409;20,409;
17,4829788;7096;;0,0025215;25,215;
16,7452945;7097;;-0,7376843;-7376,843;
17,4891242;7098;;0,7438297;7438,297;
17,4929409;7099;;0,0038167;38,167;
17,4958744;7100;;0,0029335;29,335;
17,4997043;7101;;0,0038299;38,299;
17,5029716;7102;;0,0032673;32,673;
17,5054798;7103;;0,0025082;25,082;
17,5083065;7104;;0,0028267;28,267;
17,5117588;7105;;0,0034523;34,523;
17,5143642;7106;;0,0026054;26,054;
17,5173778;7107;;0,0030136;30,136;
17,519556;7108;;0,0021782;21,782;
17,5217876;7109;;0,0022316;22,316;
17,5244731;7110;;0,0026855;26,855;
17,5255641;7111;;0,001091;10,91;
17,5277481;7112;;0,002184;21,84;
17,5300407;7113;;0,0022926;22,926;
17,5327434;7114;;0,0027027;27,027;
17,535263;7115;;0,0025196;25,196;
17,5371456;7116;;0,0018826;18,826;
17,5394268;7117;;0,0022812;22,812;
17,5409393;7118;;0,0015125;15,125;
17,5421905;7119;;0,0012512;12,512;
17,5443592;7120;;0,0021687;21,687;
17,5461235;7121;;0,0017643;17,643;
17,5474033;7122;;0,0012798;12,798;
17,5487766;7123;;0,0013733;13,733;
17,5507049;7124;;0,0019283;19,283;
17,5516948;7125;;0,0009899;9,899;
17,5534572;7126;;0,0017624;17,624;
17,5557022;7127;;0,002245;22,45;
17,5567321;7128;;0,0010299;10,299;
17,5582695;7129;;0,0015374;15,374;
17,5592365;7130;;0,000967;9,67;
17,5605182;7131;;0,0012817;12,817;
17,5620059;7132;;0,0014877;14,877;
17,5631103;7133;;0,0011044;11,044;
17,5635433;7134;;0,000433;4,33;
17,5651836;7135;;0,0016403;16,403;
17,5667629;7136;;0,0015793;15,793;
17,5681324;7137;;0,0013695;13,695;
17,5691184;7138;;0,000986;9,86;
17,5703697;7139;;0,0012513;12,513;
17,571352;7140;;0,0009823;9,823;
17,5723953;7141;;0,0010433;10,433;
17,5723819;7142;;-1,34E-05;-0,134;
17,5734863;7143;;0,0011044;11,044;
17,5755138;7144;;0,0020275;20,275;
17,5760993;7145;;0,0005855;5,855;
17,5771312;7146;;0,0010319;10,319;
17,5781269;7147;;0,0009957;9,957;
17,5787448;7148;;0,0006179;6,179;
17,5789718;7149;;0,000227;2,27;
17,581192;7150;;0,0022202;22,202;
17,5816631;7151;;0,0004711;4,711;
17,5829753;7152;;0,0013122;13,122;
17,5834178;7153;;0,0004425;4,425;
17,5838928;7154;;0,000475;4,75;
17,5845947;7155;;0,0007019;7,019;
17,5855903;7156;;0,0009956;9,956;
17,5861148;7157;;0,0005245;5,245;
17,5878543;7158;;0,0017395;17,395;
17,5881576;7159;;0,0003033;3,033;
17,5887546;7160;;0,000597;5,97;
17,5896892;7161;;0,0009346;9,346;
17,5909404;7162;;0,0012512;12,512;
17,5910739;7163;;0,0001335;1,335;
17,5920619;7164;;0,000988;9,88;
17,5925502;7165;;0,0004883;4,883;
17,5933704;7166;;0,0008202;8,202;
17,5937213;7167;;0,0003509;3,509;
17,5937423;7168;;2,10E-05;0,21;
17,5944614;7169;;0,0007191;7,191;
17,5956649;7170;;0,0012035;12,035;
17,5967788;7171;;0,0011139;11,139;
17,5968875;7172;;0,0001087;1,087;
17,5985412;7173;;0,0016537;16,537;
17,5987491;7174;;0,0002079;2,079;
17,5994281;7175;;0,000679;6,79;
17,5996131;7176;;0,000185;1,85;
17,6005077;7177;;0,0008946;8,946;
17,6012153;7178;;0,0007076;7,076;
17,6017513;7179;;0,000536;5,36;
17,6027736;7180;;0,0010223;10,223;
17,6029853;7181;;0,0002117;2,117;
17,6038837;7182;;0,0008984;8,984;
17,6042671;7183;;0,0003834;3,834;
17,6054096;7184;;0,0011425;11,425;
17,6053924;7185;;-1,72E-05;-0,172;
17,6059379;7186;;0,0005455;5,455;
17,6064739;7187;;0,000536;5,36;
17,6075019;7188;;0,001028;10,28;
17,6079597;7189;;0,0004578;4,578;
17,6084003;7190;;0,0004406;4,406;
17,6089859;7191;;0,0005856;5,856;
17,6097526;7192;;0,0007667;7,667;
17,6104831;7193;;0,0007305;7,305;
17,6107978;7194;;0,0003147;3,147;
17,6110248;7195;;0,000227;2,27;
17,6118183;7196;;0,0007935;7,935;
17,6121406;7197;;0,0003223;3,223;
17,6133575;7198;;0,0012169;12,169;
17,6139698;7199;;0,0006123;6,123;
17,6139202;7200;;-4,96E-05;-0,496;
17,6141853;7201;;0,0002651;2,651;
17,6161518;7202;;0,0019665;19,665;
17,6159286;7203;;-0,0002232;-2,232;
17,6166439;7204;;0,0007153;7,153;
17,6173381;7205;;0,0006942;6,942;
17,6177539;7206;;0,0004158;4,158;
17,6182765;7207;;0,0005226;5,226;
17,6188735;7208;;0,000597;5,97;
17,6193504;7209;;0,0004769;4,769;
17,6199817;7210;;0,0006313;6,313;
17,6206016;7211;;0,0006199;6,199;
17,6212348;7212;;0,0006332;6,332;
17,621128;7213;;-0,0001068;-1,068;
17,6222267;7214;;0,0010987;10,987;
17,6226329;7215;;0,0004062;4,062;
17,6232089;7216;;0,000576;5,76;
17,6240329;7217;;0,000824;8,24;
17,6246566;7218;;0,0006237;6,237;
17,6243057;7219;;-0,0003509;-3,509;
17,6252574;7220;;0,0009517;9,517;
17,6257934;7221;;0,000536;5,36;
17,6262969;7222;;0,0005035;5,035;
17,6270046;7223;;0,0007077;7,077;
17,6275005;7224;;0,0004959;4,959;
17,6280307;7225;;0,0005302;5,302;
17,6283588;7226;;0,0003281;3,281;
17,628767;7227;;0,0004082;4,082;
17,6298408;7228;;0,0010738;10,738;
17,630558;7229;;0,0007172;7,172;
17,6308879;7230;;0,0003299;3,299;
17,6312808;7231;;0,0003929;3,929;
17,6320648;7232;;0,000784;7,84;
17,632101;7233;;3,62E-05;0,362;
17,6324195;7234;;0,0003185;3,185;
17,6328067;7235;;0,0003872;3,872;
17,6330642;7236;;0,0002575;2,575;
17,6337871;7237;;0,0007229;7,229;
17,6349124;7238;;0,0011253;11,253;
17,6354503;7239;;0,0005379;5,379;
17,6353607;7240;;-8,96E-05;-0,896;
17,6360111;7241;;0,0006504;6,504;
17,6365051;7242;;0,000494;4,94;
17,6375675;7243;;0,0010624;10,624;
17,6382694;7244;;0,0007019;7,019;
17,638298;7245;;2,86E-05;0,286;
17,6392326;7246;;0,0009346;9,346;
17,6391983;7247;;-3,43E-05;-0,343;
17,6397514;7248;;0,0005531;5,531;
17,6406707;7249;;0,0009193;9,193;
17,6407337;7250;;6,30E-05;0,63;
17,641838;7251;;0,0011043;11,043;
17,6423912;7252;;0,0005532;5,532;
17,6425151;7253;;0,0001239;1,239;
17,6430416;7254;;0,0005265;5,265;
17,6433944;7255;;0,0003528;3,528;
17,6434059;7256;;1,15E-05;0,115;
17,6439895;7257;;0,0005836;5,836;
17,6449375;7258;;0,000948;9,48;
17,6456165;7259;;0,000679;6,79;
17,6463432;7260;;0,0007267;7,267;
17,6469154;7261;;0,0005722;5,722;
17,6474838;7262;;0,0005684;5,684;
17,6475677;7263;;8,39E-05;0,839;
17,648014;7264;;0,0004463;4,463;
17,6482276;7265;;0,0002136;2,136;
17,6485996;7266;;0,000372;3,72;
17,6491851;7267;;0,0005855;5,855;
17,6499118;7268;;0,0007267;7,267;
17,6502151;7269;;0,0003033;3,033;
17,6506137;7270;;0,0003986;3,986;
17,6512889;7271;;0,0006752;6,752;
17,6523876;7272;;0,0010987;10,987;
17,6522064;7273;;-0,0001812;-1,812;
17,6527309;7274;;0,0005245;5,245;
17,6533203;7275;;0,0005894;5,894;
17,6537551;7276;;0,0004348;4,348;
17,6545848;7277;;0,0008297;8,297;
17,6553325;7278;;0,0007477;7,477;
17,6558513;7279;;0,0005188;5,188;
17,6560935;7280;;0,0002422;2,422;
17,6559677;7281;;-0,0001258;-1,258;
17,6567687;7282;;0,000801;8,01;
17,6575908;7283;;0,0008221;8,221;
17,6576347;7284;;4,39E-05;0,439;
17,6576347;7285;;0;0;
17,6587905;7286;;0,0011558;11,558;
17,6591224;7287;;0,0003319;3,319;
17,6598892;7288;;0,0007668;7,668;
17,6603336;7289;;0,0004444;4,444;
17,6607704;7290;;0,0004368;4,368;
17,6614818;7291;;0,0007114;7,114;
17,6618671;7292;;0,0003853;3,853;
17,6629543;7293;;0,0010872;10,872;
17,6634826;7294;;0,0005283;5,283;
17,6638393;7295;;0,0003567;3,567;
17,6635856;7296;;-0,0002537;-2,537;
17,664503;7297;;0,0009174;9,174;
17,6651496;7298;;0,0006466;6,466;
17,6656608;7299;;0,0005112;5,112;
17,6658687;7300;;0,0002079;2,079;
17,6665039;7301;;0,0006352;6,352;
17,6669616;7302;;0,0004577;4,577;
17,6676139;7303;;0,0006523;6,523;
17,6681995;7304;;0,0005856;5,856;
17,6688442;7305;;0,0006447;6,447;
17,6691112;7306;;0,000267;2,67;
17,669876;7307;;0,0007648;7,648;
17,6699066;7308;;3,06E-05;0,306;
17,670578;7309;;0,0006714;6,714;
17,6705608;7310;;-1,72E-05;-0,172;
17,67107;7311;;0,0005092;5,092;
17,6722297;7312;;0,0011597;11,597;
17,6723995;7313;;0,0001698;1,698;
17,6731967;7314;;0,0007972;7,972;
17,6730747;7315;;-0,000122;-1,22;
17,6745834;7316;;0,0015087;15,087;
17,6754322;7317;;0,0008488;8,488;
17,6750259;7318;;-0,0004063;-4,063;
17,6756286;7319;;0,0006027;6,027;
17,6757888;7320;;0,0001602;1,602;
17,6766223;7321;;0,0008335;8,335;
17,6773509;7322;;0,0007286;7,286;
17,6778202;7323;;0,0004693;4,693;
17,6779975;7324;;0,0001773;1,773;
17,6789321;7325;;0,0009346;9,346;
17,6784381;7326;;-0,000494;-4,94;
17,6790294;7327;;0,0005913;5,913;
17,6798439;7328;;0,0008145;8,145;
17,6803989;7329;;0,000555;5,55;
17,680767;7330;;0,0003681;3,681;
17,6807842;7331;;1,72E-05;0,172;
17,6815376;7332;;0,0007534;7,534;
17,6825675;7333;;0,0010299;10,299;
17,6831665;7334;;0,000599;5,99;
17,6840877;7335;;0,0009212;9,212;
17,6840286;7336;;-5,91E-05;-0,591;
17,6845169;7337;;0,0004883;4,883;
17,6846141;7338;;9,72E-05;0,972;
17,6852645;7339;;0,0006504;6,504;
17,6857738;7340;;0,0005093;5,093;
17,6861724;7341;;0,0003986;3,986;
17,6867504;7342;;0,000578;5,78;
17,6877632;7343;;0,0010128;10,128;
17,688261;7344;;0,0004978;4,978;
17,6882514;7345;;-9,60E-06;-0,096;
17,6882972;7346;;4,58E-05;0,458;
17,6891307;7347;;0,0008335;8,335;
17,6898708;7348;;0,0007401;7,401;
17,6900291;7349;;0,0001583;1,583;
17,6902942;7350;;0,0002651;2,651;
17,6902389;7351;;-5,53E-05;-0,553;
17,6911201;7352;;0,0008812;8,812;
17,691328;7353;;0,0002079;2,079;
17,6917285;7354;;0,0004005;4,005;
17,6920852;7355;;0,0003567;3,567;
17,6934604;7356;;0,0013752;13,752;
17,6938419;7357;;0,0003815;3,815;
17,693716;7358;;-0,0001259;-1,259;
17,6943111;7359;;0,0005951;5,951;
17,6956138;7360;;0,0013027;13,027;
17,6956081;7361;;-5,70E-06;-0,057;
17,696289;7362;;0,0006809;6,809;
17,6971759;7363;;0,0008869;8,869;
17,697237;7364;;6,11E-05;0,611;
17,6976337;7365;;0,0003967;3,967;
17,6976795;7366;;4,58E-05;0,458;
17,6986427;7367;;0,0009632;9,632;
17,699171;7368;;0,0005283;5,283;
17,6999874;7369;;0,0008164;8,164;
17,7001132;7370;;0,0001258;1,258;
17,70018;7371;;6,68E-05;0,668;
17,7010154;7372;;0,0008354;8,354;
