-5.0e0 -2.0052e0 nan

-4.9e0 -1.96492e0 nan

-4.8e0 -1.92464e0 nan

-4.7e0 -1.88436e0 nan

-4.6e0 -1.84408e0 nan

-4.5e0 -1.8038e0 nan

-4.4e0 -1.76352e0 nan

-4.3e0 -1.72324e0 nan

-4.2e0 -1.68296e0 nan

-4.1e0 -1.64268e0 nan

-4.0e0 -1.6024e0 nan

-3.9e0 -1.56212e0 nan

-3.8e0 -1.52184e0 nan

-3.7e0 -1.48156e0 nan

-3.6e0 -1.44128e0 nan

-3.5e0 -1.401e0 nan

-3.4e0 -1.36072e0 nan

-3.3e0 -1.32044e0 nan

-3.2e0 -1.28016e0 nan

-3.1e0 -1.23988e0 nan

-3.0e0 -1.1996e0 nan

-2.9e0 -1.15932e0 nan

-2.8e0 -1.11904e0 nan

-2.7e0 -1.07876e0 nan

-2.6e0 -1.03848e0 nan

-2.5e0 -9.982e-1 nan

-2.4e0 -9.5791998e-1 nan

-2.3e0 -9.1763998e-1 nan

-2.2e0 -8.7735999e-1 nan

-2.1e0 -8.3707999e-1 nan

-2.0e0 -7.9679999e-1 nan

-1.9e0 -7.5651999e-1 nan

-1.8e0 -7.1623999e-1 nan

-1.7e0 -6.7595999e-1 nan

-1.6e0 -6.3568e-1 nan

-1.5e0 -5.954e-1 nan

-1.4e0 -5.5512e-1 nan

-1.3e0 -5.1484e-1 nan

-1.2e0 -4.7456e-1 nan

-1.1e0 -4.3428e-1 nan

-1.0e0 -3.94e-1 nan

-9.0e-1 -3.5372e-1 nan

-8.0e-1 -3.1344e-1 nan

-7.0e-1 -2.7316e-1 nan

-6.0e-1 -2.3288e-1 nan

-5.0e-1 -1.926e-1 nan

-4.0e-1 -1.5232e-1 nan

-3.0e-1 -1.1204001e-1 nan

-2.0e-1 -7.1759998e-2 nan

-1.0e-1 -3.1479999e-2 nan

0.0e0 8.8e-3 nan

1.0e-1 4.9079999e-2 nan

2.0e-1 8.9359998e-2 nan

3.0e-1 1.2963998e-1 nan

4.0e-1 1.6991998e-1 nan

5.0e-1 2.1019998e-1 nan

6.0e-1 2.5047998e-1 nan

7.0e-1 2.9075998e-1 nan

8.0e-1 3.3103998e-1 nan

9.0e-1 3.7131998e-1 nan

1.0e0 4.1159998e-1 nan

1.1e0 4.5187997e-1 nan

1.2e0 4.9215997e-1 nan

1.3e0 5.3243997e-1 nan

1.4e0 5.7271997e-1 nan

1.5e0 6.1299997e-1 nan

1.6e0 6.5327997e-1 nan

1.7e0 6.9355997e-1 nan

1.8e0 7.3383997e-1 nan

1.9e0 7.7411996e-1 nan

2.0e0 8.1439996e-1 nan

2.1e0 8.5467996e-1 nan

2.2e0 8.9495996e-1 nan

2.3e0 9.3523996e-1 nan

2.4e0 9.7551996e-1 nan

2.5e0 1.0157999e0 nan

2.6e0 1.0560799e0 nan

2.7e0 1.0963599e0 nan

2.8e0 1.1366399e0 nan

2.9e0 1.1769199e0 nan

3.0e0 1.2171999e0 nan

3.1e0 1.2574799e0 nan

3.2e0 1.2977599e0 nan

3.3e0 1.3380399e0 nan

3.4e0 1.3783199e0 nan

3.5e0 1.4185999e0 nan

3.6e0 1.4588799e0 nan

3.7e0 1.4991599e0 nan

3.8e0 1.5394398e0 nan

3.9e0 1.5797198e0 nan

4.0e0 1.6199998e0 nan

4.1e0 1.6602798e0 nan

4.2e0 1.7005598e0 nan

4.3e0 1.7408398e0 nan

4.4e0 1.7811198e0 nan

4.5e0 1.8213998e0 nan

4.6e0 1.8616798e0 nan

4.7e0 1.9019598e0 nan

4.8e0 1.9422398e0 nan

4.9e0 1.9825198e0 nan

5.0e0 2.0227998e0 nan
